"ItemName","AssetName","ItemType","Set","Tier","SetMultiplier","Level","hp","mana","ataque","defensa","velocidadAtaque","ataqueCritico","danoCritico","suerte","destreza"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","150","1499","1554","1435","1688","1567","1631","1624","1596","1648"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","200","2094","2058","1960","2199","2190","2107","2212","2205","2173"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","250","2605","2688","2527","2871","2694","2625","2702","2681","2642"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","500","5069","5523","5222","5335","5452","5313","5208","5278","5295"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","600","6112","6622","6181","6518","6607","6251","6202","6419","6261"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","750","7106","7280","7189","7239","7335","7175","7147","7238","7171"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","900","7365","7630","7539","7589","7685","7525","7497","7588","7521"
"Botas de Explorator Peregrinus","Cazador Botas I","9","Cazador (Explorator)","peregrinus","7","999","7540","7861","7770","7820","7916","7756","7728","7819","7752"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","1","1","0","0","1","122","0","0","0","5"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","5","19","18","45","55","158","36","54","18","32"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","10","64","90","117","136","203","117","108","90","104"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","25","289","315","333","334","383","315","333","315","275"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","50","631","720","729","703","752","639","639","621","653"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","100","1261","1431","1269","1333","1400","1413","1404","1377","1400"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","150","1927","1998","1845","2170","2012","2097","2088","2052","2120"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","200","2692","2646","2520","2827","2813","2709","2844","2835","2795"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","250","3349","3456","3249","3691","3461","3375","3474","3447","3398"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","500","6517","7101","6714","6859","7007","6831","6696","6786","6809"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","600","7858","8514","7947","8380","8492","8037","7974","8253","8051"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","750","9136","9360","9243","9307","9428","9225","9189","9306","9221"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","900","9469","9810","9693","9757","9878","9675","9639","9756","9671"
"Botas de Explorator Praedator","Cazador Botas III","9","Cazador (Explorator)","praedator","9","999","9694","10107","9990","10054","10175","9972","9936","10053","9968"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","1","1","0","0","1","109","0","0","0","4"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","5","17","16","40","49","141","32","48","16","28"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","10","57","80","104","121","181","104","96","80","92"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","25","257","280","296","297","341","280","296","280","244"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","50","561","640","648","625","669","568","568","552","580"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","100","1121","1272","1128","1185","1245","1256","1248","1224","1244"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","150","1713","1776","1640","1929","1789","1864","1856","1824","1884"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","200","2393","2352","2240","2513","2501","2408","2528","2520","2484"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","250","2977","3072","2888","3281","3077","3000","3088","3064","3020"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","500","5793","6312","5968","6097","6229","6072","5952","6032","6052"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","600","6985","7568","7064","7449","7549","7144","7088","7336","7156"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","750","8121","8320","8216","8273","8381","8200","8168","8272","8196"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","900","8417","8720","8616","8673","8781","8600","8568","8672","8596"
"Botas de Explorator Venator","Cazador Botas II","9","Cazador (Explorator)","venator","8","999","8617","8984","8880","8937","9045","8864","8832","8936","8860"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","1","1","0","0","1","0","0","0","0","4"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","5","15","14","35","43","28","28","42","14","25"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","10","50","70","91","106","63","91","84","70","81"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","25","225","245","259","260","203","245","259","245","214"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","50","491","560","567","547","490","497","497","483","508"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","100","981","1113","987","1037","994","1099","1092","1071","1089"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","150","1499","1554","1435","1688","1470","1631","1624","1596","1649"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","200","2094","2058","1960","2199","2093","2107","2212","2205","2174"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","250","2605","2688","2527","2871","2597","2625","2702","2681","2643"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","500","5069","5523","5222","5335","5355","5313","5208","5278","5296"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","600","6112","6622","6181","6518","6510","6251","6202","6419","6262"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","750","7106","7280","7189","7239","7238","7175","7147","7238","7172"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","900","7365","7630","7539","7589","7588","7525","7497","7588","7522"
"Casco de Explorator Peregrinus","Cazador Casco I","1","Cazador (Explorator)","peregrinus","7","999","7540","7861","7770","7820","7819","7756","7728","7819","7753"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","1","1","0","0","1","0","0","0","0","6"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","5","19","18","45","55","36","36","54","18","33"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","10","64","90","117","136","81","117","108","90","105"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","25","289","315","333","334","261","315","333","315","276"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","50","631","720","729","703","630","639","639","621","654"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","100","1261","1431","1269","1333","1278","1413","1404","1377","1401"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","150","1927","1998","1845","2170","1890","2097","2088","2052","2121"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","200","2692","2646","2520","2827","2691","2709","2844","2835","2796"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","250","3349","3456","3249","3691","3339","3375","3474","3447","3399"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","500","6517","7101","6714","6859","6885","6831","6696","6786","6810"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","600","7858","8514","7947","8380","8370","8037","7974","8253","8052"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","750","9136","9360","9243","9307","9306","9225","9189","9306","9222"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","900","9469","9810","9693","9757","9756","9675","9639","9756","9672"
"Casco de Explorator Praedator","Cazador Casco III","1","Cazador (Explorator)","praedator","9","999","9694","10107","9990","10054","10053","9972","9936","10053","9969"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","1","1","0","0","1","0","0","0","0","5"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","5","17","16","40","49","32","32","48","16","29"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","10","57","80","104","121","72","104","96","80","93"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","25","257","280","296","297","232","280","296","280","245"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","50","561","640","648","625","560","568","568","552","581"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","100","1121","1272","1128","1185","1136","1256","1248","1224","1245"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","150","1713","1776","1640","1929","1680","1864","1856","1824","1885"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","200","2393","2352","2240","2513","2392","2408","2528","2520","2485"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","250","2977","3072","2888","3281","2968","3000","3088","3064","3021"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","500","5793","6312","5968","6097","6120","6072","5952","6032","6053"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","600","6985","7568","7064","7449","7440","7144","7088","7336","7157"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","750","8121","8320","8216","8273","8272","8200","8168","8272","8197"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","900","8417","8720","8616","8673","8672","8600","8568","8672","8597"
"Casco de Explorator Venator","Cazador Casco II","1","Cazador (Explorator)","venator","8","999","8617","8984","8880","8937","8936","8864","8832","8936","8861"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","1","0","18","1","0","0","0","0","0","2"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","5","14","32","36","42","28","28","42","14","23"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","10","49","88","92","105","63","91","84","70","79"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","25","224","263","260","259","203","245","259","245","212"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","50","490","578","568","546","490","497","497","483","506"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","100","980","1131","988","1036","994","1099","1092","1071","1087"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","150","1498","1572","1436","1687","1470","1631","1624","1596","1647"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","200","2093","2076","1961","2198","2093","2107","2212","2205","2172"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","250","2604","2706","2528","2870","2597","2625","2702","2681","2641"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","500","5068","5541","5223","5334","5355","5313","5208","5278","5294"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","600","6111","6640","6182","6517","6510","6251","6202","6419","6260"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","750","7105","7298","7190","7238","7238","7175","7147","7238","7170"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","900","7364","7648","7540","7588","7588","7525","7497","7588","7520"
"Cintur\xF3n de Explorator Peregrinus","Cazador Cinturon I","7","Cazador (Explorator)","peregrinus","7","999","7539","7879","7771","7819","7819","7756","7728","7819","7751"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","1","0","18","1","0","0","0","0","0","3"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","5","18","36","46","54","36","36","54","18","30"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","10","63","108","118","135","81","117","108","90","102"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","25","288","333","334","333","261","315","333","315","273"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","50","630","738","730","702","630","639","639","621","651"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","100","1260","1449","1270","1332","1278","1413","1404","1377","1398"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","150","1926","2016","1846","2169","1890","2097","2088","2052","2118"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","200","2691","2664","2521","2826","2691","2709","2844","2835","2793"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","250","3348","3474","3250","3690","3339","3375","3474","3447","3396"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","500","6516","7119","6715","6858","6885","6831","6696","6786","6807"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","600","7857","8532","7948","8379","8370","8037","7974","8253","8049"
"Cintur\xF3n de Explorator Praedator","Cazador Cinturon III","7","Cazador (Explorator)","praedator","9","750","9135","9378","9244","9306","9306","9225","9189","9306","9219"
