"ItemName","AssetName","ItemType","Set","Tier","SetMultiplier","Level","hp","mana","ataque","defensa","velocidadAtaque","ataqueCritico","danoCritico","suerte","destreza"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","5","36","36","107","108","214","472","517","36","54"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","10","126","180","251","270","304","634","625","180","198"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","25","576","630","683","666","664","1030","1075","630","540"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","50","1260","1440","1475","1404","1402","1678","1687","1242","1296"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","100","2520","2862","2555","2664","2698","3226","3217","2754","2790"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","150","3852","3996","3707","4338","3922","4594","4585","4104","4230"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","200","5382","5292","5057","5652","5524","5818","6097","5670","5580"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","250","6696","6912","6515","7380","6820","7150","7357","6894","6786"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","500","13032","14202","13445","13716","13912","14062","13801","13572","13608"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","600","15714","17028","15911","16758","16882","16474","16357","16506","16092"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","750","18270","18720","18503","18612","18754","18850","18787","18612","18432"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","900","18936","19620","19403","19512","19654","19750","19687","19512","19332"
"Arma de Speculator Occultus","Fantasma Arma III","3","Fantasma (Speculator)","occultus","18","999","19386","20214","19997","20106","20248","20344","20281","20106","19926"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","1","0","0","13","0","134","356","387","0","0"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","5","34","34","98","102","202","424","489","34","51"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","10","119","170","234","255","287","577","591","170","187"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","25","544","595","642","629","627","951","1016","595","510"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","50","1190","1360","1390","1326","1324","1563","1594","1173","1224"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","100","2380","2703","2410","2516","2548","3025","3039","2601","2635"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","150","3638","3774","3498","4097","3704","4317","4331","3876","3995"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","200","5083","4998","4773","5338","5217","5473","5759","5355","5270"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","250","6324","6528","6150","6970","6441","6731","6949","6511","6409"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","500","12308","13413","12695","12954","13139","13259","13035","12818","12852"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","600","14841","16082","15024","15827","15944","15537","15449","15589","15198"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","750","17255","17680","17472","17578","17712","17781","17744","17578","17408"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","900","17884","18530","18322","18428","18562","18631","18594","18428","18258"
"Arma de Speculator Silentium","Fantasma Arma II","3","Fantasma (Speculator)","silentium","17","999","18309","19091","18883","18989","19123","19192","19155","18989","18819"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","1","0","0","9","0","126","311","366","0","0"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","5","32","32","89","96","190","375","462","32","48"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","10","112","160","217","240","270","519","558","160","176"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","25","512","560","601","592","590","871","958","560","480"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","50","1120","1280","1305","1248","1246","1447","1502","1104","1152"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","100","2240","2544","2265","2368","2398","2823","2862","2448","2480"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","150","3424","3552","3289","3856","3486","4039","4078","3648","3760"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","200","4784","4704","4489","5024","4910","5127","5422","5040","4960"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","250","5952","6144","5785","6560","6062","6311","6542","6128","6032"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","500","11584","12624","11945","12192","12366","12455","12270","12064","12096"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","600","13968","15136","14137","14896","15006","14599","14542","14672","14304"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","750","16240","16640","16441","16544","16670","16711","16702","16544","16384"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","900","16832","17440","17241","17344","17470","17511","17502","17344","17184"
"Arma de Speculator Umbra","Fantasma Arma I","3","Fantasma (Speculator)","umbra","16","999","17232","17968","17769","17872","17998","18039","18030","17872","17712"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","1","13","0","0","9","0","0","0","0","0"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","5","49","36","90","117","72","72","108","36","54"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","10","139","180","234","279","162","234","216","180","198"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","25","589","630","666","675","522","630","666","630","540"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","50","1273","1440","1458","1413","1260","1278","1278","1242","1296"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","100","2533","2862","2538","2673","2556","2826","2808","2754","2790"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","150","3865","3996","3690","4347","3780","4194","4176","4104","4230"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","200","5395","5292","5040","5661","5382","5418","5688","5670","5580"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","250","6709","6912","6498","7389","6678","6750","6948","6894","6786"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","500","13045","14202","13428","13725","13770","13662","13392","13572","13608"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","600","15727","17028","15894","16767","16740","16074","15948","16506","16092"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","750","18283","18720","18486","18621","18612","18450","18378","18612","18432"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","900","18949","19620","19386","19521","19512","19350","19278","19512","19332"
"Armadura de Speculator Occultus","Fantasma Armadura III","4","Fantasma (Speculator)","occultus","18","999","19399","20214","19980","20115","20106","19944","19872","20106","19926"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","1","10","0","0","7","0","0","0","0","0"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","5","44","34","85","109","68","68","102","34","51"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","10","129","170","221","262","153","221","204","170","187"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","25","554","595","629","636","493","595","629","595","510"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","50","1200","1360","1377","1333","1190","1207","1207","1173","1224"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","100","2390","2703","2397","2523","2414","2669","2652","2601","2635"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","150","3648","3774","3485","4104","3570","3961","3944","3876","3995"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","200","5093","4998","4760","5345","5083","5117","5372","5355","5270"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","250","6334","6528","6137","6977","6307","6375","6562","6511","6409"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","500","12318","13413","12682","12961","13005","12903","12648","12818","12852"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","600","14851","16082","15011","15834","15810","15181","15062","15589","15198"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","750","17265","17680","17459","17585","17578","17425","17357","17578","17408"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","900","17894","18530","18309","18435","18428","18275","18207","18428","18258"
"Armadura de Speculator Silentium","Fantasma Armadura II","4","Fantasma (Speculator)","silentium","17","999","18319","19091","18870","18996","18989","18836","18768","18989","18819"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","1","7","0","0","5","0","0","0","0","0"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","5","39","32","80","101","64","64","96","32","48"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","10","119","160","208","245","144","208","192","160","176"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","25","519","560","592","597","464","560","592","560","480"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","50","1127","1280","1296","1253","1120","1136","1136","1104","1152"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","100","2247","2544","2256","2373","2272","2512","2496","2448","2480"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","150","3431","3552","3280","3861","3360","3728","3712","3648","3760"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","200","4791","4704","4480","5029","4784","4816","5056","5040","4960"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","250","5959","6144","5776","6565","5936","6000","6176","6128","6032"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","500","11591","12624","11936","12197","12240","12144","11904","12064","12096"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","600","13975","15136","14128","14901","14880","14288","14176","14672","14304"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","750","16247","16640","16432","16549","16544","16400","16336","16544","16384"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","900","16839","17440","17232","17349","17344","17200","17136","17344","17184"
"Armadura de Speculator Umbra","Fantasma Armadura I","4","Fantasma (Speculator)","umbra","16","999","17239","17968","17760","17877","17872","17728","17664","17872","17712"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","1","5","0","0","4","234","0","0","0","34"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","5","41","36","90","112","306","72","108","36","88"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","10","131","180","234","274","396","234","216","180","232"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","25","581","630","666","670","756","630","666","630","574"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","50","1265","1440","1458","1408","1494","1278","1278","1242","1330"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","100","2525","2862","2538","2668","2790","2826","2808","2754","2824"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","150","3857","3996","3690","4342","4014","4194","4176","4104","4264"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","200","5387","5292","5040","5656","5616","5418","5688","5670","5614"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","250","6701","6912","6498","7384","6912","6750","6948","6894","6820"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","500","13037","14202","13428","13720","14004","13662","13392","13572","13642"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","600","15719","17028","15894","16762","16974","16074","15948","16506","16126"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","750","18275","18720","18486","18616","18846","18450","18378","18612","18466"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","900","18941","19620","19386","19516","19746","19350","19278","19512","19366"
"Botas de Speculator Occultus","Fantasma Botas III","9","Fantasma (Speculator)","occultus","18","999","19391","20214","19980","20110","20340","19944","19872","20106","19960"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","1","4","0","0","3","221","0","0","0","28"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","5","38","34","85","105","289","68","102","34","79"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","10","123","170","221","258","374","221","204","170","215"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","25","548","595","629","632","714","595","629","595","538"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","50","1194","1360","1377","1329","1411","1207","1207","1173","1252"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","100","2384","2703","2397","2519","2635","2669","2652","2601","2663"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","150","3642","3774","3485","4100","3791","3961","3944","3876","4023"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","200","5087","4998","4760","5341","5304","5117","5372","5355","5298"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","250","6328","6528","6137","6973","6528","6375","6562","6511","6437"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","500","12312","13413","12682","12957","13226","12903","12648","12818","12880"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","600","14845","16082","15011","15830","16031","15181","15062","15589","15226"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","750","17259","17680","17459","17581","17799","17425","17357","17578","17436"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","900","17888","18530","18309","18431","18649","18275","18207","18428","18286"
"Botas de Speculator Silentium","Fantasma Botas II","9","Fantasma (Speculator)","silentium","17","999","18313","19091","18870","18992","19210","18836","18768","18989","18847"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","1","3","0","0","2","209","0","0","0","23"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","5","35","32","80","98","273","64","96","32","71"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","10","115","160","208","242","353","208","192","160","199"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","25","515","560","592","594","673","560","592","560","503"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","50","1123","1280","1296","1250","1329","1136","1136","1104","1175"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","100","2243","2544","2256","2370","2481","2512","2496","2448","2503"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","150","3427","3552","3280","3858","3569","3728","3712","3648","3783"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","200","4787","4704","4480","5026","4993","4816","5056","5040","4983"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","250","5955","6144","5776","6562","6145","6000","6176","6128","6055"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","500","11587","12624","11936","12194","12449","12144","11904","12064","12119"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","600","13971","15136","14128","14898","15089","14288","14176","14672","14327"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","750","16243","16640","16432","16546","16753","16400","16336","16544","16407"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","900","16835","17440","17232","17346","17553","17200","17136","17344","17207"
"Botas de Speculator Umbra","Fantasma Botas I","9","Fantasma (Speculator)","umbra","16","999","17235","17968","17760","17874","18081","17728","17664","17872","17735"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","1","7","0","0","5","0","0","0","0","42"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","5","43","36","90","113","72","72","108","36","96"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","10","133","180","234","275","162","234","216","180","240"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","25","583","630","666","671","522","630","666","630","582"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","50","1267","1440","1458","1409","1260","1278","1278","1242","1338"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","100","2527","2862","2538","2669","2556","2826","2808","2754","2832"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","150","3859","3996","3690","4343","3780","4194","4176","4104","4272"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","200","5389","5292","5040","5657","5382","5418","5688","5670","5622"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","250","6703","6912","6498","7385","6678","6750","6948","6894","6828"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","500","13039","14202","13428","13721","13770","13662","13392","13572","13650"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","600","15721","17028","15894","16763","16740","16074","15948","16506","16134"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","750","18277","18720","18486","18617","18612","18450","18378","18612","18474"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","900","18943","19620","19386","19517","19512","19350","19278","19512","19374"
"Casco de Speculator Occultus","Fantasma Casco III","1","Fantasma (Speculator)","occultus","18","999","19393","20214","19980","20111","20106","19944","19872","20106","19968"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","1","6","0","0","4","0","0","0","0","35"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","5","40","34","85","106","68","68","102","34","86"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","10","125","170","221","259","153","221","204","170","222"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","25","550","595","629","633","493","595","629","595","545"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","50","1196","1360","1377","1330","1190","1207","1207","1173","1259"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","100","2386","2703","2397","2520","2414","2669","2652","2601","2670"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","150","3644","3774","3485","4101","3570","3961","3944","3876","4030"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","200","5089","4998","4760","5342","5083","5117","5372","5355","5305"
"Casco de Speculator Silentium","Fantasma Casco II","1","Fantasma (Speculator)","silentium","17","250","6330","6528","6137","6974","6307","6375","6562","6511","6444"
