"ItemName","AssetName","ItemType","Set","Tier","SetMultiplier","Level","hp","mana","ataque","defensa","velocidadAtaque","ataqueCritico","danoCritico","suerte","destreza"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","200","6877","6762","6552","7222","7061","7412","7784","7245","7130"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","250","8556","8832","8415","9430","8717","9114","9394","8809","8671"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","500","16652","18147","17270","17526","17779","17946","17628","17342","17388"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","600","20079","21758","20421","21413","21574","21028","20894","21091","20562"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","750","23345","23920","23733","23782","23966","24064","23999","23782","23552"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","900","24196","25070","24883","24932","25116","25214","25149","24932","24702"
"Arma de Pontifex Divinus","Serafin Arma II","3","SerafÃ­n (Pontifex)","divinus","23","999","24771","25829","25642","25691","25875","25973","25908","25691","25461"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","1","0","0","75","0","176","489","494","0","0"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","5","44","44","185","132","264","577","626","44","66"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","10","154","220","361","330","374","775","758","220","242"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","25","704","770","889","814","814","1259","1308","770","660"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","50","1540","1760","1857","1716","1716","2051","2056","1518","1584"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","100","3080","3498","3177","3256","3300","3943","3926","3366","3410"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","150","4708","4884","4585","5302","4796","5615","5598","5016","5170"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","200","6578","6468","6235","6908","6754","7111","7446","6930","6820"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","250","8184","8448","8017","9020","8338","8739","8986","8426","8294"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","500","15928","17358","16487","16764","17006","17187","16862","16588","16632"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","600","19206","20812","19501","20482","20636","20135","19986","20174","19668"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","750","22330","22880","22669","22748","22924","23039","22956","22748","22528"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","900","23144","23980","23769","23848","24024","24139","24056","23848","23628"
"Arma de Pontifex Sacrum","Serafin Arma I","3","SerafÃ­n (Pontifex)","sacrum","22","999","23694","24706","24495","24574","24750","24865","24782","24574","24354"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","1","0","0","149","0","192","489","537","0","0"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","5","48","48","269","144","288","585","681","48","72"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","10","168","240","461","360","408","801","825","240","264"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","25","768","840","1037","888","888","1329","1425","840","720"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","50","1680","1920","2093","1872","1872","2193","2241","1656","1728"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","100","3360","3816","3533","3552","3600","4257","4281","3672","3720"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","150","5136","5328","5069","5784","5232","6081","6105","5472","5640"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","200","7176","7056","6869","7536","7368","7713","8121","7560","7440"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","250","8928","9216","8813","9840","9096","9489","9801","9192","9048"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","500","17376","18936","18053","18288","18552","18705","18393","18096","18144"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","600","20952","22704","21341","22344","22512","21921","21801","22008","21456"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","750","24360","24960","24797","24816","25008","25089","25041","24816","24576"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","900","25248","26160","25997","26016","26208","26289","26241","26016","25776"
"Arma de Pontifex Sanctus","Serafin Arma III","3","SerafÃ­n (Pontifex)","sanctus","24","999","25848","26952","26789","26808","27000","27081","27033","26808","26568"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","1","84","0","0","56","0","0","0","0","0"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","5","130","46","115","194","92","92","138","46","69"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","10","245","230","299","401","207","299","276","230","253"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","25","820","805","851","907","667","805","851","805","690"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","50","1694","1840","1863","1850","1610","1633","1633","1587","1656"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","100","3304","3657","3243","3460","3266","3611","3588","3519","3565"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","150","5006","5106","4715","5599","4830","5359","5336","5244","5405"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","200","6961","6762","6440","7278","6877","6923","7268","7245","7130"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","250","8640","8832","8303","9486","8533","8625","8878","8809","8671"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","500","16736","18147","17158","17582","17595","17457","17112","17342","17388"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","600","20163","21758","20309","21469","21390","20539","20378","21091","20562"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","750","23429","23920","23621","23838","23782","23575","23483","23782","23552"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","900","24280","25070","24771","24988","24932","24725","24633","24932","24702"
"Armadura de Pontifex Divinus","Serafin Armadura II","4","SerafÃ­n (Pontifex)","divinus","23","999","24855","25829","25530","25747","25691","25484","25392","25691","25461"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","1","56","0","0","38","0","0","0","0","0"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","5","100","44","110","170","88","88","132","44","66"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","10","210","220","286","368","198","286","264","220","242"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","25","760","770","814","852","638","770","814","770","660"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","50","1596","1760","1782","1754","1540","1562","1562","1518","1584"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","100","3136","3498","3102","3294","3124","3454","3432","3366","3410"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","150","4764","4884","4510","5340","4620","5126","5104","5016","5170"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","200","6634","6468","6160","6946","6578","6622","6952","6930","6820"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","250","8240","8448","7942","9058","8162","8250","8492","8426","8294"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","500","15984","17358","16412","16802","16830","16698","16368","16588","16632"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","600","19262","20812","19426","20520","20460","19646","19492","20174","19668"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","750","22386","22880","22594","22786","22748","22550","22462","22748","22528"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","900","23200","23980","23694","23886","23848","23650","23562","23848","23628"
"Armadura de Pontifex Sacrum","Serafin Armadura I","4","SerafÃ­n (Pontifex)","sacrum","22","999","23750","24706","24420","24612","24574","24376","24288","24574","24354"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","1","112","0","0","75","0","0","0","0","0"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","5","160","48","120","219","96","96","144","48","72"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","10","280","240","312","435","216","312","288","240","264"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","25","880","840","888","963","696","840","888","840","720"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","50","1792","1920","1944","1947","1680","1704","1704","1656","1728"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","100","3472","3816","3384","3627","3408","3768","3744","3672","3720"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","150","5248","5328","4920","5859","5040","5592","5568","5472","5640"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","200","7288","7056","6720","7611","7176","7224","7584","7560","7440"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","250","9040","9216","8664","9915","8904","9000","9264","9192","9048"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","500","17488","18936","17904","18363","18360","18216","17856","18096","18144"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","600","21064","22704","21192","22419","22320","21432","21264","22008","21456"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","750","24472","24960","24648","24891","24816","24600","24504","24816","24576"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","900","25360","26160","25848","26091","26016","25800","25704","26016","25776"
"Armadura de Pontifex Sanctus","Serafin Armadura III","4","SerafÃ­n (Pontifex)","sanctus","24","999","25960","26952","26640","26883","26808","26592","26496","26808","26568"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","1","29","0","0","19","296","0","0","0","112"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","5","75","46","115","157","388","92","138","46","181"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","10","190","230","299","364","503","299","276","230","365"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","25","765","805","851","870","963","805","851","805","802"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","50","1639","1840","1863","1813","1906","1633","1633","1587","1768"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","100","3249","3657","3243","3423","3562","3611","3588","3519","3677"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","150","4951","5106","4715","5562","5126","5359","5336","5244","5517"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","200","6906","6762","6440","7241","7173","6923","7268","7245","7242"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","250","8585","8832","8303","9449","8829","8625","8878","8809","8783"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","500","16681","18147","17158","17545","17891","17457","17112","17342","17500"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","600","20108","21758","20309","21432","21686","20539","20378","21091","20674"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","750","23374","23920","23621","23801","24078","23575","23483","23782","23664"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","900","24225","25070","24771","24951","25228","24725","24633","24932","24814"
"Botas de Pontifex Divinus","Serafin Botas II","9","SerafÃ­n (Pontifex)","divinus","23","999","24800","25829","25530","25710","25987","25484","25392","25691","25573"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","1","19","0","0","13","284","0","0","0","89"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","5","63","44","110","145","372","88","132","44","155"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","10","173","220","286","343","482","286","264","220","331"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","25","723","770","814","827","922","770","814","770","749"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","50","1559","1760","1782","1729","1824","1562","1562","1518","1673"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","100","3099","3498","3102","3269","3408","3454","3432","3366","3499"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","150","4727","4884","4510","5315","4904","5126","5104","5016","5259"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","200","6597","6468","6160","6921","6862","6622","6952","6930","6909"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","250","8203","8448","7942","9033","8446","8250","8492","8426","8383"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","500","15947","17358","16412","16777","17114","16698","16368","16588","16721"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","600","19225","20812","19426","20495","20744","19646","19492","20174","19757"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","750","22349","22880","22594","22761","23032","22550","22462","22748","22617"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","900","23163","23980","23694","23861","24132","23650","23562","23848","23717"
"Botas de Pontifex Sacrum","Serafin Botas I","9","SerafÃ­n (Pontifex)","sacrum","22","999","23713","24706","24420","24587","24858","24376","24288","24574","24443"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","1","38","0","0","26","309","0","0","0","134"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","5","86","48","120","170","405","96","144","48","206"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","10","206","240","312","386","525","312","288","240","398"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","25","806","840","888","914","1005","840","888","840","854"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","50","1718","1920","1944","1898","1989","1704","1704","1656","1862"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","100","3398","3816","3384","3578","3717","3768","3744","3672","3854"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","150","5174","5328","4920","5810","5349","5592","5568","5472","5774"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","200","7214","7056","6720","7562","7485","7224","7584","7560","7574"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","250","8966","9216","8664","9866","9213","9000","9264","9192","9182"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","500","17414","18936","17904","18314","18669","18216","17856","18096","18278"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","600","20990","22704","21192","22370","22629","21432","21264","22008","21590"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","750","24398","24960","24648","24842","25125","24600","24504","24816","24710"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","900","25286","26160","25848","26042","26325","25800","25704","26016","25910"
"Botas de Pontifex Sanctus","Serafin Botas III","9","SerafÃ­n (Pontifex)","sanctus","24","999","25886","26952","26640","26834","27117","26592","26496","26808","26702"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","1","43","0","0","29","0","0","0","0","139"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","5","89","46","115","167","92","92","138","46","208"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","10","204","230","299","374","207","299","276","230","392"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","25","779","805","851","880","667","805","851","805","829"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","50","1653","1840","1863","1823","1610","1633","1633","1587","1795"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","100","3263","3657","3243","3433","3266","3611","3588","3519","3704"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","150","4965","5106","4715","5572","4830","5359","5336","5244","5544"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","200","6920","6762","6440","7251","6877","6923","7268","7245","7269"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","250","8599","8832","8303","9459","8533","8625","8878","8809","8810"
"Casco de Pontifex Divinus","Serafin Casco II","1","SerafÃ­n (Pontifex)","divinus","23","500","16695","18147","17158","17555","17595","17457","17112","17342","17527"
